Mood,song_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_uri
Anger,I EXIST,VUKOVI,46.0,0.469,0.882,5.0,-4.702,1.0,0.068,6.29e-05,0.00483,0.318,0.298,135.055,4.49445,spotify:track:3eI62ZWWxkl4LUaBqXvA6Y
Anger,Aye,Sam Fender,45.0,0.587,0.823,1.0,-4.852,1.0,0.0456,0.0209,4.91e-05,0.0998,0.73,156.048,3.1128833333333334,spotify:track:5n7yP1qQiXs9uCE3m1eyGB
Anger,Cheer Up London,SOFT PLAY,53.0,0.627,0.861,1.0,-1.856,1.0,0.0509,0.000564,0.0,0.0312,0.623,122.133,2.55445,spotify:track:6YwYfxEFDUZZ1xX5vlBYmF
Anger,Don't You Feel Amazing?,Trash Boat,48.0,0.44,0.9,0.0,-3.87,1.0,0.0679,0.000472,4.83e-06,0.11,0.467,85.47,3.7640166666666666,spotify:track:6BxlRoxVztZNLsaSOnh3ja
Anger,Ready for the High,The Wombats,50.0,0.501,0.777,11.0,-7.002,0.0,0.0427,9.91e-05,0.000643,0.324,0.757,150.115,4.088666666666667,spotify:track:6gReaFvSI1Pabi3xE0Oh9V
Anger,Longshot,Catfish and the Bottlemen,53.0,0.481,0.765,7.0,-4.025,1.0,0.0388,0.00381,0.000737,0.119,0.465,102.829,3.8826666666666667,spotify:track:1Yi8XPnCPoimWwqxwm3uz9
Anger,The Delicate Nature,Bob Vylan,46.0,0.67,0.903,6.0,-3.133,1.0,0.195,0.0358,2.86e-06,0.17,0.528,120.115,3.0401166666666666,spotify:track:4oLwiIzyp1FZoxK1MM6Ow1
Anger,Slow,Airways,43.0,0.65,0.659,2.0,-7.74,1.0,0.0349,0.0137,0.0176,0.284,0.733,91.999,3.1304333333333334,spotify:track:7llRb02z7gNG2cWKmtuKaq
Anger,GIMME,The XCERTS,41.0,0.591,0.698,1.0,-6.939,1.0,0.107,0.0226,0.0,0.387,0.764,159.914,1.67445,spotify:track:1d9pnTuvvi0AVgcO8DkP1S
Anger,"ILY, HOW ARE YOU?",AS IT IS,48.0,0.411,0.95,11.0,-3.441,0.0,0.0547,0.00577,1.28e-05,0.625,0.658,166.058,2.1894,spotify:track:51sGd4PYmBWbVNMCAh3nd0
Anger,Dead Weight,PVRIS,49.0,0.6,0.915,4.0,-2.087,0.0,0.0665,0.00593,0.00952,0.484,0.589,119.008,3.45,spotify:track:7hM9ShrZMCV7xYOQwqBnNb
Anger,Ready For Something,The Amazons,41.0,0.535,0.754,7.0,-5.417,1.0,0.0396,0.000292,3.63e-06,0.367,0.335,118.954,3.9593333333333334,spotify:track:0Tep6Kp3UHzpewyC0iSsDd
Anger,MAKEMEFEELALIVE,You Me At Six,48.0,0.547,0.987,1.0,-1.789,1.0,0.0807,0.00262,0.00024,0.31,0.5,135.014,2.14355,spotify:track:7AMllrhJtXgcTtJUbbF3PR
Anger,Puzzles,Nova Twins,43.0,0.578,0.948,0.0,-5.304,1.0,0.137,0.0208,0.000554,0.0746,0.392,88.568,2.6926666666666668,spotify:track:0rWIAbUoOL67JAHxxGRKx7
Anger,Country Life,Master Peace,42.0,0.647,0.794,11.0,-3.825,0.0,0.049,0.000197,0.0176,0.0328,0.913,139.98,2.4589333333333334,spotify:track:5mZJ5BCODAWK22CtWHgJvn
Anger,THREE HEADS*,Jean Dawson,46.0,0.564,0.875,6.0,-4.013,1.0,0.052,0.0209,0.000158,0.0787,0.61,139.991,2.8640333333333334,spotify:track:4apXjryIqMFUdOjWMM6zZp
Anger,What's the Trick?,Jack White,53.0,0.375,0.71,0.0,-8.665,1.0,0.107,0.000867,0.00628,0.104,0.559,97.335,3.5807166666666665,spotify:track:14FW5L81Px03LnnsXnB2LG
Anger,Smile,Wolf Alice,50.0,0.515,0.764,11.0,-5.238,1.0,0.0444,0.000152,0.0176,0.064,0.342,93.579,3.28,spotify:track:0wQKKPy050lguUxlKvHIi5
Anger,Golden,Barns Courtney,62.0,0.586,0.81,6.0,-7.287,0.0,0.0484,0.00275,2.95e-05,0.145,0.646,105.015,2.84205,spotify:track:0woKDRMZzsFWeHppNQnGlS
Anger,What Went Down,Foals,58.0,0.468,0.919,2.0,-6.182,0.0,0.0722,0.00313,0.00442,0.0643,0.128,146.94,5.012,spotify:track:78tgXRq9Q6tPNP9hKCpgwB
Anger,Weird Leisure,Biffy Clyro,49.0,0.468,0.879,5.0,-4.326,1.0,0.0701,0.000141,8.7e-06,0.0484,0.352,145.418,4.14155,spotify:track:0cJZTQ1x6ko3gbtoLKaoQe
Anger,Kamikaze,Connie Constance,39.0,0.459,0.707,1.0,-5.382,1.0,0.093,2.6e-05,0.0176,0.263,0.465,165.014,2.2973333333333334,spotify:track:0JpQfoBOdJ2ftUi7VGj6dx
Anger,Who’s Gonna Love Me Now,Cold War Kids,52.0,0.45,0.947,6.0,-3.608,0.0,0.107,0.00277,0.00027,0.286,0.298,118.701,2.8537833333333333,spotify:track:5VqnXEcxWfLdnsXBVjEpWx
Anger,Oh!,The Linda Lindas,45.0,0.639,0.95,2.0,-3.313,1.0,0.0609,3.91e-05,0.0176,0.0605,0.898,150.05,2.5970333333333335,spotify:track:4e72LGraX8sW5iztJvS5fo
Anger,God Complex (Mojo),poutyface,45.0,0.573,0.723,6.0,-3.333,0.0,0.0571,0.00439,0.0176,0.408,0.931,154.958,1.7790166666666667,spotify:track:1B3ouXA9iRkqY1ywvZbzZ5
Focus,So Far So Good,Sun Of They,66.0,0.577,0.0721,2.0,-22.973,1.0,0.0317,0.981,0.898,0.111,0.242,73.998,2.53195,spotify:track:6zTbtySCRStJOv5xA4XvRE
Focus,Apricity,Imala Zir,65.0,0.467,0.1305,11.0,-22.534,1.0,0.0332,0.842,0.947,0.115,0.0541,75.031,2.6333333333333333,spotify:track:6cr9XbO2yAJgTNa6XNRINF
Focus,Solatium,Imber Sun,64.0,0.442,0.112,2.0,-18.687,1.0,0.0415,0.985,0.919,0.111,0.111,112.206,2.116433333333333,spotify:track:4br0nM6NdvDKMJgLj44foR
Focus,efflorescence,Far & Beyond,64.0,0.509,0.212,6.0,-23.342,1.0,0.0305,0.843,0.853,0.111,0.0711,84.0,2.3916666666666666,spotify:track:7qa14fkhxgOwWgJ2cbDTyc
Focus,Gather My Thoughts,Josef Briem,64.0,0.346,0.0513,7.0,-20.528,1.0,0.0432,0.954,0.895,0.105,0.058,129.445,3.058333333333333,spotify:track:11nkLTEsCUzxXLWpyuz65G
Focus,Fresh Paint,Shape Of Our Dreams,63.0,0.378,0.0973,3.0,-20.7,1.0,0.0418,0.955,0.94,0.115,0.0564,118.209,2.5832,spotify:track:40yQjVqMx52xTlY4KFZXnh
Focus,Infinite Sustain,Amaranth Cove,64.0,0.529,0.214,6.0,-19.268,1.0,0.0315,0.8,0.907,0.109,0.0903,124.069,2.4833333333333334,spotify:track:5AciiCKJKTLKRrAPSrKQy5
Focus,Borealis,PLACID,63.0,0.437,0.189,9.0,-18.005,0.0,0.0287,0.89475,0.87125,0.118,0.13,71.407,1.76595,spotify:track:7hYgGeMBarMRK5iGPqKGsb
Focus,mind reader,Haltura Arnadottir,63.0,0.513,0.0646,0.0,-21.471,1.0,0.0352,0.964,0.828,0.108,0.135,74.906,2.8261166666666666,spotify:track:76aMjXNa94NuHTNC0BFoH8
Focus,Distant Star,Noonie Moon,61.0,0.581,0.083,10.0,-20.563,0.0,0.0348,0.994,0.965,0.107,0.157,78.967,1.92405,spotify:track:1J0hsOJoJA2GuY1Yd08owz
Focus,Hovering Above,Auðura,58.0,0.517,0.0377,5.0,-24.575,1.0,0.034,0.972,0.894,0.109,0.0699,79.983,2.0906333333333333,spotify:track:5PousAnbyul3dTZlmGqEs0
Focus,pull me in,Sun Of They,60.0,0.46,0.188,1.0,-22.21,0.0,0.0333,0.944,0.817,0.108,0.075,74.04,3.1001666666666665,spotify:track:6Nk81KRPclU0PJmYQeEZyF
Focus,Mastermind,Josef Briem,61.0,0.587,0.101,6.0,-19.363,0.0,0.035,0.895,0.915,0.111,0.167,74.047,2.9716666666666667,spotify:track:3lt88w6SiiTWWvG0LYXRjx
Focus,Bridges,Woven Hearts,62.0,0.614,0.109,11.0,-18.283,0.0,0.0471,0.913,0.905,0.11,0.158,148.072,2.75765,spotify:track:4ojVtI82vjDG9gBEE29YBb
Focus,Dreamshaper,Agnes Lundh,61.0,0.5,0.0744,7.0,-20.888,1.0,0.0381,0.959,0.93,0.11,0.0828,65.364,2.73195,spotify:track:5N9usiGt4EYV0V6YInEmIR
Focus,Spaces,William Reed,61.0,0.498,0.119,0.0,-20.206,1.0,0.0286,0.874,0.942,0.111,0.0532,74.921,2.270966666666667,spotify:track:72eV4iUZ0MHnx35ARmPwYY
Focus,Mind over matter,Josef Briem,61.0,0.521,0.119,10.0,-18.879,1.0,0.0364,0.976,0.878,0.113,0.163,59.008,2.5646333333333335,spotify:track:1XTcfJ0PlFW3xSq4kqPxqr
Focus,Getting Closer,Pireas,61.0,0.575,0.0605,1.0,-19.301,0.0,0.04095,0.994,0.924,0.104,0.267,146.405,1.7984333333333333,spotify:track:7kfCTnxt6irtsSWWbFib62
Focus,Wish I Knew,Spaced Out Dreams,60.0,0.316,0.0899,0.0,-22.09,1.0,0.0458,0.864,0.845,0.112,0.0903,73.709,2.289416666666667,spotify:track:753JsxMTj2sSrV3VBUzlmh
Focus,Sightings,Agnes Lundh,54.0,0.58,0.0541,10.0,-20.988,0.0,0.0312,0.978,0.896,0.111,0.208,147.79,2.7543333333333333,spotify:track:0cUTNAkzhEjrAmSnp79aIE
Focus,Relentless,Silver Falls,60.0,0.352,0.074,4.0,-23.149,0.0,0.0303,0.98,0.879,0.107,0.116,71.46,2.7305166666666665,spotify:track:6b1iYDiid8sZVQzwrF438y
Focus,Seeing Sound,San Bernadino 5,60.0,0.528,0.103,5.0,-21.485,1.0,0.0324,0.838,0.868,0.114,0.0896,84.035,2.0714333333333332,spotify:track:1c9EcAZaZwvguJscnojXaR
Focus,Infra,Tiger Throws,60.0,0.452,0.0314,11.0,-23.602,0.0,0.0399,0.911,0.918,0.119,0.0507,78.082,2.3420833333333335,spotify:track:7aUZ3tEkoDN8qE6Rl6TfCc
Focus,Tide,Nomad Spector,59.0,0.599,0.209,1.0,-19.438,1.0,0.0374,0.898,0.843,0.112,0.125,139.926,2.5119666666666665,spotify:track:2j7uOzdepAtKUnn8VcuNEV
Focus,Whispering,Space Access,60.0,0.621,0.136,9.0,-26.077,0.0,0.0396,0.859,0.906,0.111,0.131,140.068,2.2083333333333335,spotify:track:1hWZ0uScuJ6PSeoe2p4sKC
Focus,Steady figures,Imber Sun,59.0,0.536,0.189,2.0,-17.024,1.0,0.0394,0.858,0.897,0.111,0.122,73.964,2.6886,spotify:track:1sGdr8pFBYgx4ZHDLjcH5c
Focus,circumstances,Garden Collective,59.0,0.594,0.0979,2.0,-16.918,1.0,0.0379,0.978,0.931,0.112,0.191,133.627,3.2098666666666666,spotify:track:47ibywRXe3EGtaL4ZVhvzL
Focus,Echoed Memory,Equanimity Seekers,59.0,0.617,0.127,11.0,-17.301,0.0,0.0386,0.956,0.87125,0.111,0.198,116.099,2.1333333333333333,spotify:track:4oNCXU6RZG6qpVDAfZUoEh
Focus,Unperturbed,Gate.74,59.0,0.653,0.134,4.0,-19.707,1.0,0.04095,0.836,0.876,0.108,0.0937,120.033,2.6280166666666664,spotify:track:5483XAumUCO44oXXH5lxfg
Focus,bounce back,Far & Beyond,59.0,0.542,0.106,0.0,-20.175,1.0,0.0389,0.955,0.947,0.108,0.141,67.994,2.97665,spotify:track:1rkxyQH6y3qxysbYKo8yyI
Focus,Pyramids,Humasnó,59.0,0.591,0.0949,6.0,-15.708,0.0,0.0462,0.967,0.902,0.103,0.146,136.406,2.0294166666666666,spotify:track:1a2BXMnQbjArGITwt3bMD9
Focus,Keep It Together,Naómi Sun,59.0,0.605,0.055,10.0,-22.641,0.0,0.0313,0.95,0.907,0.113,0.139,74.966,2.2616666666666667,spotify:track:5IYnFJVBmhQGGluaHAHZaf
Focus,Crystals,Sun Of They,58.0,0.392,0.194,5.0,-16.216,0.0,0.034,0.98,0.91,0.118,0.179,108.663,3.040566666666667,spotify:track:4gAlANEHRk0T04OKXNc9vy
Focus,Daydreams Again,Sisters Of Marks,58.0,0.646,0.153,5.0,-20.776,1.0,0.0362,0.946,0.821,0.113,0.124,92.699,2.7620666666666667,spotify:track:65g63lVQqRCZsqROayNak9
Focus,The inner circle,Dreams Ahead,58.0,0.551,0.128,2.0,-16.382,1.0,0.0316,0.927,0.937,0.105,0.0828,74.934,3.070516666666667,spotify:track:41ial1TTDNlhaEuzpI5SAk
Focus,Distance,Ben Tofft,58.0,0.665,0.0654,11.0,-18.799,0.0,0.0466,0.963,0.901,0.111,0.299,127.191,2.1919833333333334,spotify:track:0fOzbcpxqSgX5KhLwfdGyi
Focus,Sounds from Home,Haltura Arnadottir,58.0,0.476,0.064,11.0,-17.377,0.0,0.0411,0.939,0.872,0.109,0.146,73.825,3.2236166666666666,spotify:track:5iFHdi7BB0koNu8t2Ug82n
Focus,The Narrator,Dance Of Centuries,57.0,0.525,0.0856,0.0,-16.351,1.0,0.0395,0.976,0.865,0.118,0.121,74.038,2.5014666666666665,spotify:track:0RsUZkIIsJAXDzsDa5xz12
Focus,Orion's Belt,Lykke Juno,57.0,0.544,0.224,9.0,-12.71,0.0,0.0422,0.894,0.95,0.113,0.0998,68.989,1.9710166666666666,spotify:track:2p36nzolzAlLbaFAQiqfPd
Focus,What You Were Looking For,Broken Legacy,57.0,0.756,0.0881,9.0,-19.834,0.0,0.0501,0.94,0.911,0.111,0.165,124.082,3.33725,spotify:track:5LdVyywNiR4gqPPM3yqVSR
Focus,Upside,Wimmel,57.0,0.413,0.0324,5.0,-25.884,1.0,0.0273,0.922,0.855,0.108,0.0727,74.943,2.77665,spotify:track:7cEcI3DZiwBrFcF3bAeBuL
Focus,blue dream mountain,bonecatcher,57.0,0.586,0.0459,3.0,-21.804,1.0,0.0311,0.984,0.936,0.113,0.0674,75.0,2.493333333333333,spotify:track:0fdn9DETYyIN4sEuSqkm1x
Focus,river song,Spaced Out Dreams,57.0,0.595,0.13,0.0,-19.655,1.0,0.034,0.97,0.868,0.111,0.181,100.93,2.7150333333333334,spotify:track:6f6qUsqIfRIEqHJuL6EFAn
Focus,Breaking the Barrier,Dreams Ahead,57.0,0.555,0.0712,5.0,-17.961,1.0,0.0373,0.98,0.87125,0.111,0.251,67.075,2.5093,spotify:track:4HXS5JIpFZmXj4yFMOv4gU
Focus,Canvas,Philó,56.0,0.465,0.0375,4.0,-22.686,0.0,0.0352,0.921,0.853,0.108,0.0796,85.019,2.6021666666666667,spotify:track:7wjaxqy8HJOMfX1qoZNdTZ
Focus,Blue Hour,Pireas,57.0,0.616,0.171,10.0,-17.482,0.0,0.0405,0.993,0.929,0.11,0.213,84.064,2.3467333333333333,spotify:track:2B8K5m8XwCz2MJvahACTjD
Focus,Icicles,Joy Parade,56.0,0.406,0.103,2.0,-17.993,1.0,0.0408,0.972,0.9,0.112,0.182,67.543,2.447783333333333,spotify:track:7Cr1H2QTtm9KXobncJOkJF
Focus,Simple Thing,Sisters Of Marks,56.0,0.489,0.185,2.0,-21.407,0.0,0.0282,0.89475,0.893,0.111,0.135,149.927,3.0209333333333332,spotify:track:1xn4V99fkCg868FBTlQSyC
Focus,Summer Vibes,Serenity Within,56.0,0.546,0.132,11.0,-18.227,0.0,0.0344,0.89475,0.903,0.113,0.15,130.016,2.61255,spotify:track:3nBn6Ox2yVzTuAmi2rbo9H
Focus,Open to it,Far & Beyond,56.0,0.321,0.113,10.0,-17.222,1.0,0.0376,0.959,0.924,0.11,0.152,67.401,2.4067333333333334,spotify:track:7AkmShdIslE2jkJ4jHbYmd
Focus,Sharing is Caring,Imber Sun,56.0,0.317,0.0992,4.0,-20.105,1.0,0.0301,0.891,0.863,0.111,0.15,95.929,2.1932,spotify:track:09o3Sp5xVj63YQIoMmPHad
Focus,Cherubim,Miller & Bronx,55.0,0.577,0.0406,11.0,-21.477,1.0,0.0482,0.965,0.873,0.11,0.297,149.851,2.6949666666666667,spotify:track:1AL54jGmiH5sEn7OUIbVVP
Focus,Good Days,Lykke Juno,55.0,0.508,0.209,11.0,-16.211,0.0,0.0288,0.988,0.882,0.108,0.112,138.097,1.8550666666666666,spotify:track:0oXl1pTqskTdXuu46tPCJm
Focus,Chatoyant,Sometimes We Fall,55.0,0.469,0.0737,2.0,-22.375,1.0,0.0413,0.969,0.922,0.111,0.204,144.04,2.7276,spotify:track:7hwwc6qNtXxwurI2AcDg3E
Focus,Victory Laps,Josef Briem,55.0,0.492,0.038,0.0,-23.197,1.0,0.0378,0.94,0.897,0.111,0.265,74.866,2.246383333333333,spotify:track:34Dgd9lC0X0AQwq4L3RbvY
Focus,Sunday on my mind,Joy Parade,55.0,0.55,0.0907,6.0,-16.55,1.0,0.0348,0.994,0.928,0.111,0.135,83.041,2.0809,spotify:track:5vAUwAzCryz0XuR6QdGwbk
Focus,Places,June Wysh,55.0,0.463,0.114,1.0,-17.919,0.0,0.0297,0.932,0.88,0.107,0.0681,149.941,2.256666666666667,spotify:track:1E5wZo0royZB8p9rt7TRB8
Focus,Nowhere,Nomad Spector,55.0,0.476,0.104,11.0,-20.96,0.0,0.0296,0.932,0.894,0.111,0.0386,70.003,3.4299166666666667,spotify:track:07niZTYNkvPcw61OX0YSR6
Focus,Under the Horizon,Hers Lake,55.0,0.388,0.0247,7.0,-22.376,1.0,0.042,0.978,0.911,0.111,0.17125,78.486,2.49955,spotify:track:1ScBivNTBV7KVIjumkFvFE
Focus,Memories of Tomorrow,Imber Sun,54.0,0.526,0.0732,7.0,-19.831,1.0,0.034,0.926,0.869,0.113,0.131,90.815,2.4627833333333333,spotify:track:3S5bNdw13XmF0Zw98KtVrV
Focus,Lift,GLADE,54.0,0.493,0.217,4.0,-14.367,1.0,0.0288,0.827,0.87125,0.108,0.134,107.103,1.9439333333333333,spotify:track:2dcOprxauIydtyWGbRY7aF
Focus,Effortless,Space Access,54.0,0.604,0.216,11.0,-18.172,0.0,0.0412,0.873,0.863,0.111,0.0708,72.029,2.797,spotify:track:3XW2ewe1iNoBlHTYPUi39V
Focus,retrospect,Isaak Young,54.0,0.297,0.0991,11.0,-20.172,0.0,0.0393,0.92,0.897,0.111,0.171,35.366,2.9090333333333334,spotify:track:1vlaBhPNXdqdhdjkwV8VCv
Focus,Once I Dreamed,Tim Gourolis,54.0,0.302,0.127,9.0,-19.69,0.0,0.0386,0.905,0.91,0.108,0.137,109.262,3.2007833333333333,spotify:track:0yVsNXZjSNO0uLhPs8pynS
Focus,One Step,Sounds of Ellinia,54.0,0.499,0.218,11.0,-17.352,1.0,0.037,0.863,0.903,0.111,0.172,140.109,2.414283333333333,spotify:track:3TR4OoqzX947WgOxG1d5F3
Focus,Tempestade,Philó,54.0,0.482,0.0432,5.0,-23.186,1.0,0.0316,0.935,0.856,0.111,0.0775,75.033,2.7930333333333333,spotify:track:5r9fTbn6YZVxHKaU4Rze3t
Focus,Junifer,The Aiko,54.0,0.496,0.134,3.0,-15.87,1.0,0.0293,0.984,0.936,0.107,0.0537,64.96,2.2794166666666666,spotify:track:2O6ok8mA213SiKlHD3yOPt
Focus,Epoque,ARCADIA,54.0,0.559,0.176,4.0,-15.088,0.0,0.0325,0.89475,0.856,0.113,0.0473,106.999,2.09345,spotify:track:0WUmEgNPYXDCe8zwecTlYk
Focus,sox,Stones Sailing,54.0,0.454,0.0699,4.0,-20.839,0.0,0.0516,0.89475,0.889,0.108,0.0858,64.443,2.91255,spotify:track:2MQhJVwdsmdfG5qK96tEHH
Focus,Fill Up The Sky,Eroded Sky,53.0,0.668,0.122,1.0,-17.167,0.0,0.04095,0.89475,0.87125,0.108,0.17125,120.07,3.4166666666666665,spotify:track:1UdPbtn1tr1fm1d0FcrgAg
Focus,Dig Deeper,Dreams Ahead,53.0,0.548,0.0525,6.0,-21.708,0.0,0.0472,0.86,0.87125,0.108,0.135,73.959,2.3261166666666666,spotify:track:41GmT2g8MpZ5F9IKbzVAc8
Focus,phosphorescence,Garden Collective,53.0,0.454,0.119,11.0,-21.969,1.0,0.0305,0.964,0.905,0.11,0.104,75.959,2.4416,spotify:track:2g7oWQYXIurU5x2YtMAC7H
Focus,Wheel of Zodiac,Spaced Out Dreams,53.0,0.296,0.0604,7.0,-19.685,1.0,0.0393,0.971,0.896,0.111,0.15,81.874,2.25695,spotify:track:5Uj3rUYghH7vcKl5IiitWC
Focus,daffodils,Tall Towers,53.0,0.378,0.0684,8.0,-19.494,1.0,0.0413,0.985,0.915,0.107,0.134,77.328,2.4267166666666666,spotify:track:1t2lWnGFqsejjpEUIoziKU
Focus,you're just visiting,The Field Tapes,54.0,0.448,0.0722,0.0,-20.913,1.0,0.0409,0.89475,0.87125,0.108,0.22,110.018,1.7715,spotify:track:7rsRqxM1uneTiTKVjcxfPv
Focus,Midnight Land,Akustique,53.0,0.665,0.12,9.0,-20.333,0.0,0.0358,0.925,0.899,0.111,0.147,99.958,2.3602166666666666,spotify:track:1bUiyTithUxLGEMZ2RD8US
Focus,Fox Mountain,Alderville,53.0,0.394,0.0985,5.0,-22.02,1.0,0.0338,0.92,0.875,0.113,0.105,139.833,2.4214333333333333,spotify:track:7AhQiikvGQzcr2Kpb74fLG
Focus,Feathers In The Sky,Agnes Lundh,53.0,0.552,0.109,5.0,-19.68,0.0,0.0326,0.98,0.944,0.119,0.0847,92.038,2.3929833333333335,spotify:track:4Bl2bWpteL5TFmqQ22IQXp
Focus,World Above,Echo Ark,53.0,0.634,0.1305,11.0,-18.009,0.0,0.0353,0.981,0.949,0.106,0.279,71.015,2.5929,spotify:track:6lCPEra6l4YkPkXVZeFqeT
Focus,Am I Dreaming,Josef Briem,53.0,0.632,0.0535,9.0,-19.569,0.0,0.0378,0.984,0.909,0.115,0.189,85.004,2.7021,spotify:track:7zVTz5fDa8AfRfGdnXou3m
Focus,Second Chances,Spaced Out Dreams,53.0,0.354,0.129,0.0,-18.357,1.0,0.0356,0.913,0.921,0.108,0.0762,70.841,2.6780666666666666,spotify:track:7IbbjapJhOwteSxyMjWOLB
Focus,save the date,Shape Of Our Dreams,52.0,0.699,0.0356,2.0,-20.645,0.0,0.0432,0.965,0.925,0.113,0.17125,97.045,2.7409,spotify:track:0MeFxDLrLaw3n0sSjIXYvn
Focus,center of mass,Far & Beyond,52.0,0.6,0.0793,2.0,-20.648,1.0,0.0372,0.92,0.929,0.117,0.116,89.907,2.4034833333333334,spotify:track:6opcJWSYfidSOyn8bQlTlK
Focus,lone cowboy,Astronaut In The Desert,53.0,0.255,0.00954,2.0,-21.713749999999997,1.0,0.04,0.99,0.806,0.108,0.225,71.052,2.584616666666667,spotify:track:5UZdpqf1F4fvDqvGYC2sRt
Focus,The Object at Hand,Joy Parade,52.0,0.607,0.124,9.0,-18.633,0.0,0.0329,0.945,0.839,0.113,0.0805,97.094,2.3202,spotify:track:0sm2PC8NP8L0J2sxPJwKvA
Focus,In Due Time,Tall Towers,52.0,0.421,0.059,2.0,-22.33,0.0,0.0384,0.934,0.888,0.115,0.158,75.984,2.2599833333333335,spotify:track:433T7mnFe3pkrTZfnYtq7A
Focus,Nuraxi,PLACID,52.0,0.484,0.1305,2.0,-18.005,1.0,0.0367,0.89475,0.885,0.113,0.0385,107.156,1.7196333333333333,spotify:track:0jgfH1TWoXIC0Qk5x0Uerw
Focus,"ready, steady, go",Hers Lake,52.0,0.611,0.0622,4.0,-21.731,0.0,0.0379,0.95,0.928,0.111,0.0602,73.04,2.4593,spotify:track:4mQEVCbtbQuiOYouVR0fcs
Focus,Beginnings,Melvin Barker,52.0,0.243,0.0727,3.0,-22.296,1.0,0.0297,0.857,0.874,0.107,0.151,81.579,2.7657125000000002,spotify:track:2o41jDa4T0QKF9804tqyka
Focus,Tidal Waves,Isaak Young,52.0,0.597,0.115,7.0,-18.215,1.0,0.0373,0.954,0.923,0.11,0.13,97.044,3.1803333333333335,spotify:track:3YTZyDywwVOWOXw2d970Dx
Focus,Frozen Lakes,Imber Sun,52.0,0.426,0.101,7.0,-18.238,0.0,0.0367,0.962,0.943,0.109,0.0626,78.734,2.7815166666666666,spotify:track:0acEauszFAvCGw9cNF0kZM
Focus,Staring into Infinity,Far & Beyond,52.0,0.516,0.108,0.0,-20.004,1.0,0.042,0.962,0.907,0.11,0.116,76.987,2.587083333333333,spotify:track:0Mjbx4mfOH02A9xmUE3F40
Focus,Break Through,Sounds of Ellinia,52.0,0.534,0.0458,4.0,-23.414,0.0,0.0372,0.99,0.941,0.104,0.0405,129.818,2.584616666666667,spotify:track:02Nyn3a2nHssi9rNg3jkdL
Focus,Neon White,Dance Of Centuries,52.0,0.311,0.0541,2.0,-21.289,1.0,0.0486,0.994,0.926,0.112,0.281,59.549,2.3178666666666667,spotify:track:7GuN1Fddm0hCfppgIDUArP
Focus,Number Games,Haltura Arnadottir,52.0,0.584,0.0374,7.0,-22.862,1.0,0.0418,0.969,0.884,0.112,0.173,116.88,2.7920833333333333,spotify:track:2ZSCtZBMhLuINrMNF23v2e
Focus,remembrance,Dreams Ahead,52.0,0.461,0.0611,0.0,-20.555,1.0,0.044,0.962,0.93,0.112,0.133,120.815,3.2520333333333333,spotify:track:5NFybpngup7caMPSMiJ5ZO
Focus,Are You Up,Agnes Lundh,51.0,0.597,0.127,5.0,-17.192,0.0,0.037,0.991,0.929,0.113,0.135,70.051,2.543283333333333,spotify:track:3xXQCt1vfzNEOndrrNWAZR
Focus,waveforms,Joy Parade,51.0,0.389,0.181,10.0,-18.82,1.0,0.0297,0.874,0.905,0.116,0.111,73.869,2.7205333333333335,spotify:track:2dwLTY84vCeubyM0jM0nXH
Focus,miniature things,Tall Towers,51.0,0.487,0.143,0.0,-17.674,1.0,0.04,0.981,0.904,0.115,0.16,73.548,2.397866666666667,spotify:track:3kKwXt8TAU7wMCPIPCrzkI
Focus,Abroad and Overseas,Imala Zir,51.0,0.348,0.0549,4.0,-21.011,0.0,0.0358,0.989,0.92,0.108,0.237,76.177,2.8030833333333334,spotify:track:23sRVWvfwWdagkqC95eS6n
